method,task_id,scenario,view,frames,spatiotemporal_iou_v1_mean,spatiotemporal_iou_v2_mean,spatiotemporal_iou_mean,spatial_iou_v1,spatial_iou_v2,spatial_iou_mean,weighted_spatial_iou_v1,weighted_spatial_iou_v2,weighted_spatial_iou_mean,mse_v1_mean,mse_v2_mean,mse_mean,real_take_variance_mse_mean,real_take_variance_spatiotemporal_iou_mean
local_new,0005,trimmed-ball-behind-rotating-paper.mp4,perspective-center,72,0.023478367019444193,0.023478367019444193,0.023478367019444193,0.3930783982749021,0.3930783982749021,0.3930783982749021,0.20157033782284728,0.20157033782284728,0.20157033782284728,0.010143115326880232,0.010143115326880232,0.010143115326880232,0.0,1.0
